mfo_rnd,mfo_smt,o_rnd,o_smt
0.73963,0.76777,0.73775,0.78169
0.73834,0.76842,0.73669,0.78253
0.73965,0.76835,0.73451,0.78225
0.73915,0.7705,0.73742,0.78187
0.73664,0.77042,0.73859,0.78206
0.73781,0.77017,0.73676,0.78062
0.7366,0.76814,0.73547,0.78182
0.73849,0.76857,0.7351,0.78019
0.73637,0.77029,0.7367,0.78125
0.73606,0.76855,0.7372,0.78167
0.73842,0.76862,0.73638,0.78348
0.73688,0.76772,0.73589,0.78112
0.73704,0.76519,0.73741,0.78151
0.7375,0.77069,0.73809,0.77887
0.73592,0.76784,0.73782,0.78022
0.73872,0.76947,0.73933,0.77976
0.7369,0.76663,0.73586,0.78297
0.73748,0.7691,0.73553,0.78214
0.73863,0.76651,0.73642,0.78199
0.73787,0.76943,0.73762,0.78233
0.73701,0.7706,0.73814,0.78208
0.73746,0.76786,0.7346,0.78348
0.73769,0.7671,0.73818,0.78017
0.74068,0.76956,0.73639,0.78163
0.73866,0.76815,0.73846,0.78126
0.73874,0.76776,0.73796,0.7829
0.73783,0.77018,0.7354,0.78123
0.74007,0.7682,0.73918,0.78125
0.7381,0.76774,0.7344,0.78193
0.74002,0.77027,0.73605,0.77962
0.73888,0.7676,0.73636,0.78128
0.74009,0.76983,0.73539,0.78195
0.73973,0.76716,0.73726,0.78254
0.73763,0.76913,0.73717,0.78214
0.73713,0.76929,0.73749,0.78164
0.73408,0.76717,0.73543,0.78322
0.73836,0.76925,0.73643,0.78239
0.73781,0.76793,0.73359,0.78255
0.73833,0.76724,0.73842,0.78337
0.73881,0.76864,0.7354,0.78096
0.73626,0.76843,0.73678,0.78345
0.73731,0.76812,0.73485,0.78198
0.73997,0.76776,0.73748,0.78312
0.73725,0.7696,0.73665,0.78165
0.73952,0.76767,0.73486,0.78204
0.73847,0.76957,0.73717,0.78074
0.74099,0.76872,0.73443,0.78163
0.73863,0.76757,0.73684,0.78158
0.74096,0.7678,0.73492,0.78193
0.73857,0.77126,0.7385,0.78311
0.73423,0.76854,0.73757,0.78232
0.73817,0.76859,0.73578,0.78168
0.73792,0.76713,0.73778,0.78274
0.7391,0.76776,0.73454,0.78126
0.73869,0.7687,0.73462,0.7816
0.7378,0.766,0.74003,0.78108
0.73793,0.76684,0.73656,0.78203
0.73892,0.76842,0.73593,0.78129
0.74109,0.76815,0.73473,0.78033
0.74035,0.76826,0.73398,0.78036
0.73897,0.76637,0.73453,0.7831
0.73745,0.76576,0.73709,0.78324
0.73636,0.76782,0.73507,0.78419
0.73503,0.76844,0.73615,0.78066
0.74028,0.7671,0.73684,0.78296
0.73862,0.76895,0.73694,0.78173
0.73735,0.77002,0.73662,0.78184
0.7376,0.76707,0.73521,0.78054
0.73877,0.76613,0.73475,0.78167
0.73911,0.76766,0.73621,0.78232
0.73967,0.7683,0.73756,0.78204
0.73908,0.77058,0.73746,0.78002
0.73872,0.77047,0.73591,0.78203
0.73881,0.76823,0.73592,0.78185
0.73729,0.77036,0.73749,0.78323
0.73838,0.77052,0.73649,0.78371
0.73996,0.76932,0.73466,0.78102
0.7389,0.76767,0.73477,0.77936
0.73705,0.77012,0.73748,0.78258
0.7404,0.76857,0.73842,0.78178
0.73826,0.76731,0.73557,0.78219
0.74077,0.77063,0.73777,0.78197
0.73711,0.76768,0.73749,0.78341
0.73732,0.76854,0.73654,0.77921
0.73662,0.76815,0.73616,0.78205
0.73894,0.76939,0.73454,0.78272
0.73811,0.76836,0.73881,0.78009
0.73748,0.77147,0.73804,0.78254
0.73917,0.76635,0.7365,0.78152
0.73558,0.77192,0.73503,0.7798
0.7379,0.76937,0.73587,0.78269
0.7392,0.76738,0.73609,0.78063
0.73574,0.76795,0.73453,0.78394
0.73686,0.76896,0.73705,0.78275
0.74009,0.76665,0.73723,0.78333
0.73768,0.76855,0.73464,0.78178
0.73948,0.76642,0.73802,0.78095
0.73759,0.76879,0.73578,0.78329
0.73922,0.76699,0.73548,0.78061
0.73586,0.77028,0.73638,0.78007
0.737,0.76749,0.73559,0.78077
0.73825,0.76915,0.73518,0.78281
0.73945,0.76649,0.7361,0.78444
0.73766,0.76845,0.73751,0.78059
0.74074,0.76615,0.73823,0.78132
0.73939,0.76866,0.73648,0.78297
0.73878,0.7699,0.7343,0.78155
0.7376,0.76769,0.73629,0.78108
0.73889,0.76882,0.73766,0.77855
0.73752,0.76746,0.73691,0.78299
0.73688,0.7694,0.73502,0.78237
0.73789,0.7659,0.73568,0.78218
0.73857,0.76912,0.73522,0.7824
0.73922,0.76807,0.73563,0.78335
0.73702,0.76827,0.73443,0.78209
0.73827,0.76757,0.73757,0.78204
0.74006,0.76866,0.73792,0.78381
0.73946,0.7696,0.73932,0.77912
0.74001,0.76845,0.73936,0.78213
0.74019,0.76895,0.73713,0.78345
0.73647,0.76896,0.73534,0.78459
0.73608,0.76766,0.73537,0.78351
0.73986,0.76603,0.73688,0.78171
0.73678,0.76701,0.73642,0.78151
0.74145,0.769,0.73599,0.78136
0.73837,0.76983,0.73759,0.78243
0.73786,0.76976,0.73671,0.78318
0.73796,0.76627,0.73675,0.78307
0.7385,0.76627,0.73628,0.78308
0.7386,0.76859,0.73707,0.78221
0.73715,0.76752,0.73652,0.78299
0.73873,0.77001,0.73679,0.78201
0.73655,0.76726,0.73667,0.78006
0.74021,0.76881,0.73347,0.78229
0.73776,0.76938,0.73428,0.78455
0.73798,0.76714,0.7365,0.78308
0.73962,0.76844,0.73538,0.78134
0.73892,0.77138,0.73368,0.77996
0.74017,0.7668,0.73477,0.78297
0.73889,0.7676,0.73732,0.78228
0.73731,0.76843,0.73418,0.78125
0.73733,0.76897,0.73713,0.78173
0.73965,0.76962,0.73663,0.78095
0.73808,0.76901,0.73768,0.78078
0.73841,0.76866,0.73517,0.7818
0.73861,0.77052,0.73607,0.78085
0.73824,0.77072,0.73468,0.78527
0.73683,0.77024,0.73714,0.78266
0.73968,0.76903,0.73396,0.78198
0.74019,0.76759,0.73501,0.78312
0.73818,0.76841,0.73757,0.78238
0.73684,0.77029,0.73601,0.78552
0.73889,0.7691,0.7351,0.78335
0.74005,0.76722,0.73598,0.7816
0.73767,0.7701,0.7373,0.78114
0.73921,0.7688,0.73631,0.78347
0.73969,0.77083,0.73515,0.7823
0.73691,0.76864,0.73938,0.78293
0.73937,0.77016,0.73327,0.78107
0.73665,0.7665,0.73511,0.78255
0.7393,0.77032,0.73787,0.78126
0.737,0.76829,0.73259,0.78158
0.73627,0.76835,0.73561,0.78384
0.73653,0.77142,0.73671,0.78361
0.73685,0.7694,0.73641,0.78141
0.73909,0.76881,0.73771,0.78228
0.73933,0.76765,0.73701,0.78059
0.73784,0.76801,0.73373,0.78078
0.73911,0.76883,0.73885,0.78312
0.73714,0.76838,0.73404,0.78257
0.73988,0.76728,0.73534,0.78133
0.73982,0.76901,0.73759,0.78265
0.73908,0.76736,0.73867,0.78259
0.73771,0.76935,0.73681,0.78275
0.73833,0.76729,0.73382,0.78427
0.73997,0.76829,0.73316,0.78226
0.73764,0.76913,0.73382,0.77967
0.73984,0.76908,0.73756,0.78181
0.73808,0.76748,0.7386,0.78282
0.73853,0.76884,0.73428,0.78372
0.73611,0.76702,0.73685,0.78049
0.73956,0.76814,0.73874,0.78343
0.73955,0.76714,0.73457,0.78391
0.73886,0.76968,0.7382,0.78432
0.73862,0.77111,0.7369,0.78158
0.73891,0.76863,0.74039,0.78167
0.73792,0.76675,0.73859,0.78067
0.73728,0.77148,0.7382,0.78111
0.73546,0.76766,0.73678,0.78245
0.73863,0.76721,0.73416,0.78238
0.73817,0.76655,0.73804,0.78303
0.73896,0.77002,0.73519,0.78111
0.73888,0.76927,0.7329,0.78054
0.74019,0.76852,0.7356,0.78042
0.73703,0.77077,0.73332,0.78243
0.73999,0.76782,0.73801,0.78183
0.73593,0.7672,0.7364,0.77993
0.73849,0.76863,0.73644,0.78154
0.73577,0.77003,0.73691,0.78447
0.73952,0.76884,0.73671,0.78412
0.73879,0.76613,0.73728,0.78181
0.74002,0.7698,0.7363,0.77911
0.7386,0.77144,0.73829,0.77967
0.74002,0.76972,0.73875,0.78229
0.73716,0.76894,0.73693,0.78274
0.74043,0.76942,0.73724,0.78098
0.73817,0.76634,0.73726,0.78214
0.73907,0.76796,0.73871,0.78079
0.74024,0.76784,0.73466,0.78209
0.73965,0.76886,0.73712,0.78057
0.73924,0.76805,0.7385,0.78081
0.73785,0.76839,0.7362,0.78169
0.73743,0.7679,0.73626,0.78113
0.73837,0.76882,0.73651,0.78248
0.73888,0.7677,0.73982,0.78336
0.7359,0.76758,0.73577,0.78345
0.73893,0.77008,0.7355,0.7805
0.73523,0.76878,0.73516,0.78202
0.73892,0.7674,0.73808,0.78337
0.73786,0.76705,0.73684,0.78205
0.73988,0.76823,0.73737,0.78223
0.73923,0.7691,0.73591,0.78304
0.73954,0.76778,0.73627,0.78301
0.73953,0.76664,0.73784,0.78211
0.73945,0.76706,0.73757,0.78138
0.73732,0.76928,0.73601,0.78039
0.73821,0.76484,0.73623,0.78276
0.73511,0.76846,0.73377,0.78127
0.74033,0.76802,0.73738,0.78232
0.73762,0.7704,0.73533,0.78043
0.73836,0.76812,0.73437,0.78169
0.73637,0.76793,0.737,0.78189
0.73995,0.76714,0.73359,0.78232
0.73707,0.76601,0.73599,0.78328
0.73715,0.76902,0.73632,0.78261
0.73786,0.76815,0.73345,0.78112
0.73718,0.76915,0.73656,0.7798
0.73934,0.76932,0.73556,0.78364
0.73751,0.76886,0.73685,0.78392
0.73795,0.76818,0.73783,0.78174
0.73803,0.76547,0.73474,0.7801
0.73911,0.77041,0.73359,0.78466
0.7381,0.77169,0.73578,0.78078
0.73622,0.76983,0.73786,0.78149
0.73546,0.76826,0.73643,0.78268
0.73835,0.76889,0.73816,0.7812
0.73653,0.7694,0.73705,0.78275
0.73792,0.77124,0.73536,0.78118
0.74079,0.76751,0.7368,0.78142
0.74083,0.76927,0.73714,0.78143
0.7406,0.76773,0.73717,0.78127
0.73892,0.76798,0.73464,0.78219
0.7369,0.76955,0.73637,0.78222
0.73793,0.76993,0.73711,0.78382
0.73913,0.76887,0.73679,0.78127
0.73794,0.76868,0.73577,0.78125
0.73914,0.7683,0.73852,0.78303
0.73852,0.76761,0.73648,0.78226
0.7386,0.76789,0.73475,0.78045
0.73855,0.76774,0.73711,0.78319
0.73809,0.76673,0.73714,0.78178
0.73809,0.77045,0.73468,0.7835
0.73784,0.76787,0.73534,0.78144
0.73858,0.76902,0.73592,0.78038
0.73641,0.76786,0.73798,0.7824
0.7371,0.77065,0.73598,0.78145
0.73813,0.76806,0.7378,0.78165
0.74058,0.76719,0.73689,0.78057
0.7383,0.77008,0.73495,0.78144
0.73886,0.76812,0.7357,0.7817
0.73862,0.76878,0.73695,0.78044
0.7369,0.76813,0.73614,0.78059
0.73923,0.76634,0.73638,0.7837
0.74086,0.76808,0.73453,0.7799
0.74182,0.7681,0.73754,0.78201
0.73794,0.76919,0.73562,0.78126
0.73864,0.76917,0.73674,0.78271
0.73615,0.77008,0.73989,0.78375
0.73705,0.76774,0.73713,0.78141
0.73829,0.76834,0.73659,0.77937
0.73863,0.76667,0.73549,0.78184
0.73632,0.76836,0.73533,0.78292
0.73382,0.7656,0.73553,0.78196
0.73697,0.76827,0.73526,0.78035
0.73682,0.76731,0.73593,0.78239
0.73868,0.76905,0.7353,0.78106
0.73939,0.76808,0.73779,0.78248
0.7394,0.76892,0.73534,0.78058
0.73614,0.7677,0.73709,0.78075
0.73818,0.76637,0.73741,0.78045
0.73742,0.76433,0.73848,0.78309
0.73965,0.76793,0.73622,0.77942
0.73879,0.77058,0.73701,0.78395
0.74015,0.76897,0.73583,0.78177
0.73769,0.76898,0.73584,0.78179
0.73787,0.76758,0.73625,0.78215
0.73729,0.76948,0.73771,0.78216
0.7359,0.76608,0.73493,0.78178
0.7396,0.77025,0.73712,0.78195
0.73592,0.7683,0.73701,0.77916
0.73837,0.76797,0.73423,0.78327
0.74027,0.76884,0.73459,0.77952
0.73842,0.76761,0.73704,0.7819
0.73802,0.76703,0.73673,0.7816
0.73462,0.76954,0.73578,0.78229
0.73853,0.76617,0.73943,0.78062
0.7371,0.7675,0.73497,0.78235
0.73957,0.76788,0.73565,0.78218
0.73679,0.76999,0.7361,0.7831
0.73716,0.7678,0.73411,0.7827
0.73724,0.77045,0.73475,0.78263
0.73919,0.76691,0.73807,0.78338
0.7389,0.7676,0.73813,0.7807
0.73763,0.76799,0.73757,0.78156
0.73913,0.76862,0.73649,0.78315
0.73992,0.77187,0.73636,0.77983
0.73714,0.76739,0.73541,0.78427
0.739,0.76766,0.73741,0.78147
0.74043,0.76788,0.73716,0.78167
0.73777,0.76878,0.73395,0.78365
0.739,0.76866,0.73674,0.78329
0.73946,0.76815,0.73678,0.78275
0.73753,0.76834,0.73442,0.78344
0.73433,0.76825,0.73958,0.78139
0.73879,0.76868,0.73584,0.78066
0.73771,0.76805,0.73843,0.78216
0.73811,0.76718,0.7358,0.78416
0.73888,0.76523,0.73645,0.77996
0.73551,0.76812,0.73537,0.78292
0.73749,0.77015,0.73902,0.78134
0.73896,0.76827,0.73789,0.78213
0.7369,0.76966,0.73604,0.78309
0.73964,0.76802,0.73445,0.78421
0.73814,0.771,0.73731,0.7808
0.73871,0.76969,0.73588,0.78055
0.73903,0.76743,0.73814,0.78093
0.73827,0.76752,0.73461,0.78031
0.73729,0.76894,0.73502,0.7819
0.73797,0.76894,0.73679,0.78197
0.73792,0.76716,0.73735,0.78057
0.73886,0.76867,0.73646,0.78186
0.73772,0.76953,0.73748,0.78288
0.73808,0.7661,0.73714,0.78134
0.73857,0.76953,0.73836,0.78317
0.73947,0.76956,0.73412,0.78387
0.73914,0.76684,0.73593,0.7837
0.7367,0.76724,0.73755,0.78316
0.73735,0.77001,0.73862,0.78041
0.73829,0.76691,0.73474,0.78021
0.73575,0.76725,0.7348,0.78226
0.7401,0.76865,0.73909,0.78285
0.73585,0.77069,0.73535,0.78097
0.73841,0.76662,0.73503,0.78094
0.73693,0.76999,0.73652,0.78375
0.73715,0.7693,0.73664,0.78126
0.73866,0.76869,0.73622,0.78016
0.73804,0.76911,0.73799,0.78306
0.73811,0.76836,0.73732,0.78133
0.7391,0.76899,0.73442,0.78092
0.74002,0.76814,0.7375,0.78241
0.73731,0.76741,0.73524,0.78226
0.73975,0.76857,0.73494,0.78222
0.73573,0.76843,0.73946,0.78183
0.74093,0.76988,0.73816,0.78311
0.73398,0.76806,0.73396,0.78057
0.73908,0.76774,0.73623,0.78356
0.73836,0.7697,0.73631,0.7825
0.73746,0.76908,0.73682,0.78427
0.73837,0.76777,0.73601,0.78212
0.73709,0.7666,0.73571,0.78223
0.73947,0.7683,0.73782,0.7833
0.73793,0.76788,0.73651,0.78247
0.73841,0.76848,0.73414,0.78032
0.73607,0.76961,0.73574,0.78132
0.73632,0.76713,0.73747,0.78281
0.73656,0.76961,0.74095,0.78099
0.73712,0.76765,0.73489,0.78114
0.73821,0.76872,0.73609,0.78351
0.73655,0.76682,0.73507,0.78308
0.73662,0.76697,0.73638,0.78226
0.73836,0.76811,0.73686,0.77989
0.7377,0.76903,0.73566,0.78363
0.73648,0.76779,0.73561,0.78244
0.73903,0.7676,0.73827,0.78379
0.73684,0.76913,0.73787,0.78306
0.7376,0.77078,0.73566,0.7826
0.73972,0.7667,0.73877,0.78352
0.736,0.76864,0.73565,0.78064
0.73866,0.76904,0.73556,0.78257
0.7401,0.76863,0.73686,0.78283
0.73889,0.76862,0.73728,0.78176
0.73588,0.77075,0.7385,0.78221
0.74124,0.76728,0.7387,0.78397
0.73671,0.76751,0.73764,0.78162
0.73711,0.76812,0.73566,0.78182
0.73659,0.76839,0.73733,0.78107
0.73849,0.76718,0.73746,0.78368
0.73855,0.76682,0.73729,0.78196
0.73818,0.76864,0.73874,0.78063
0.73765,0.7698,0.73391,0.78287
0.73881,0.76724,0.73498,0.7826
0.73917,0.77033,0.73681,0.78191
0.73661,0.76623,0.73595,0.7811
0.74025,0.76964,0.73483,0.78273
0.74101,0.76757,0.73833,0.77893
0.73639,0.76834,0.73663,0.78177
0.73845,0.76784,0.73706,0.78315
0.73686,0.76846,0.73584,0.78208
0.73924,0.76926,0.73425,0.78264
0.74012,0.76913,0.7353,0.78255
0.7388,0.76962,0.73542,0.78229
0.73992,0.76906,0.73704,0.78265
0.73831,0.76826,0.73518,0.78299
0.73659,0.76901,0.73866,0.78293
0.73935,0.76789,0.73594,0.78202
0.73598,0.76498,0.73675,0.78202
0.73699,0.7692,0.73388,0.77954
0.73761,0.76768,0.73628,0.7832
0.73772,0.76821,0.73726,0.78315
0.73845,0.76703,0.73538,0.78132
0.74079,0.76796,0.73573,0.78378
0.74134,0.76801,0.73693,0.78102
0.73722,0.76718,0.73744,0.78106
0.7354,0.76708,0.73789,0.78022
0.73644,0.76765,0.73612,0.78134
0.73972,0.76777,0.73598,0.78198
0.74029,0.76797,0.73586,0.78384
0.73627,0.76901,0.73435,0.78069
0.73849,0.76965,0.73393,0.78253
0.73899,0.76791,0.73575,0.78238
0.73892,0.76969,0.7372,0.78156
0.73859,0.76936,0.7357,0.78083
0.73644,0.76917,0.73901,0.7832
0.73911,0.76786,0.73751,0.77973
0.73684,0.76925,0.73706,0.7814
0.73779,0.76911,0.7364,0.78125
0.73798,0.76798,0.73323,0.78331
0.73589,0.76836,0.73667,0.78203
0.73663,0.76906,0.73564,0.78255
0.73977,0.76705,0.73733,0.78194
0.737,0.76696,0.73497,0.78438
0.73911,0.76909,0.73865,0.77933
0.74065,0.76675,0.73547,0.78283
0.738,0.77095,0.73415,0.78065
0.73725,0.76931,0.73561,0.78208
0.73846,0.76868,0.73745,0.78227
0.73834,0.76789,0.73515,0.78191
0.74008,0.76962,0.73684,0.78357
0.73833,0.76982,0.73555,0.78095
0.73796,0.76855,0.73744,0.77986
0.73942,0.76855,0.7383,0.78198
0.73784,0.76624,0.73593,0.78347
0.7378,0.76879,0.73618,0.78079
0.73806,0.7714,0.73315,0.78347
0.73831,0.76995,0.73752,0.78194
0.73821,0.7677,0.73524,0.7822
0.74037,0.76833,0.73557,0.78268
0.74074,0.76847,0.73486,0.78135
0.73959,0.76745,0.73567,0.78205
0.73657,0.76946,0.73488,0.78126
0.739,0.76575,0.73556,0.78081
0.73947,0.7682,0.73647,0.78157
0.73988,0.76791,0.73514,0.78094
0.74183,0.7668,0.73564,0.781
0.73897,0.76781,0.73483,0.78161
0.73743,0.77004,0.73669,0.78193
0.73858,0.76554,0.737,0.78214
0.73722,0.76799,0.7374,0.78356
0.73899,0.76843,0.73547,0.78353
0.73729,0.76726,0.73624,0.78084
0.73642,0.7705,0.73843,0.78125
0.73824,0.76787,0.73728,0.78257
0.73711,0.76786,0.7368,0.78323
0.74027,0.76842,0.7375,0.78071
0.73733,0.76889,0.7361,0.783
0.73784,0.76858,0.73665,0.78182
0.73607,0.76863,0.73632,0.78343
0.73701,0.76954,0.73626,0.78151
0.73714,0.76723,0.73508,0.7832
0.73684,0.76857,0.73444,0.78301
0.73988,0.77044,0.73423,0.78138
0.73678,0.76709,0.73747,0.78237
0.7393,0.77008,0.73526,0.78098
0.73568,0.77068,0.73777,0.78297
0.73769,0.77024,0.73615,0.78415
0.73897,0.76803,0.7372,0.7821
0.73751,0.76828,0.73766,0.78242
0.73785,0.77049,0.73314,0.78094
0.73727,0.76532,0.73328,0.78287
0.73719,0.7689,0.7336,0.78259
0.73923,0.76861,0.73627,0.78391
0.7392,0.76881,0.73504,0.77999
0.74032,0.76919,0.73522,0.78141
0.73663,0.76906,0.73309,0.78406
0.73776,0.76877,0.73513,0.78205
0.73801,0.76967,0.73685,0.7826
0.73706,0.77043,0.73476,0.78348
0.73688,0.76936,0.73634,0.78075
0.73619,0.76862,0.7366,0.78142
0.73665,0.76867,0.73424,0.78032
0.73492,0.76719,0.73663,0.78163
0.73998,0.76805,0.73557,0.77994
0.73938,0.76967,0.73405,0.77941
0.73815,0.76943,0.73416,0.78143
0.7393,0.7679,0.73597,0.78309
0.73772,0.77088,0.73589,0.78186
0.73958,0.76827,0.73878,0.78049
0.73632,0.77022,0.73694,0.78193
0.73685,0.7676,0.73941,0.78179
0.73971,0.77084,0.7352,0.78263
0.73789,0.76802,0.7369,0.78378
0.73894,0.76811,0.73778,0.78241
0.73797,0.76953,0.73487,0.78177
0.73981,0.7687,0.7392,0.78247
0.73871,0.76745,0.73656,0.77994
0.73922,0.76783,0.73778,0.78044
0.73637,0.76811,0.73926,0.78206
0.73999,0.76853,0.73867,0.78161
0.73689,0.76871,0.73603,0.78318
0.73898,0.76827,0.73616,0.78181
0.73788,0.76777,0.73703,0.78264
0.73784,0.76837,0.73855,0.78135
0.73946,0.76738,0.73947,0.78462
0.73959,0.76767,0.73984,0.78203
0.74039,0.77158,0.73644,0.78144
0.73828,0.76608,0.7379,0.78237
0.73829,0.76768,0.73578,0.78214
0.73827,0.76871,0.73678,0.78342
0.73723,0.77024,0.73599,0.78368
0.73883,0.76875,0.7367,0.78286
0.73892,0.77106,0.73528,0.78228
0.74002,0.76853,0.73709,0.78288
0.74091,0.76724,0.73684,0.7839
0.73669,0.76789,0.73563,0.78222
0.73615,0.76913,0.73261,0.7823
0.73645,0.77001,0.73467,0.78032
0.73638,0.76812,0.73745,0.77962
0.73534,0.76776,0.73479,0.78072
0.73927,0.76822,0.73716,0.77986
0.73768,0.76781,0.73544,0.78432
0.7375,0.77054,0.73682,0.78192
0.73647,0.76768,0.73247,0.78369
0.73619,0.77076,0.73374,0.78197
0.7369,0.76802,0.73656,0.78347
0.73946,0.76873,0.73892,0.78139
0.73856,0.76735,0.73647,0.78197
0.73968,0.77077,0.73898,0.78244
0.73917,0.76756,0.73553,0.78115
0.73949,0.76849,0.73693,0.78001
0.73985,0.76979,0.73723,0.7798
0.73873,0.76414,0.73794,0.78078
0.73754,0.76909,0.73499,0.78089
0.74014,0.76734,0.73512,0.78265
0.73908,0.7681,0.73494,0.78087
0.73782,0.77027,0.73632,0.78241
0.7398,0.76977,0.73475,0.78161
0.73942,0.76974,0.73842,0.78115
0.73985,0.77033,0.73669,0.78042
0.73996,0.76908,0.73681,0.78222
0.73777,0.76683,0.73647,0.78277
0.73892,0.76662,0.73642,0.7814
0.73824,0.76877,0.73773,0.78164
0.73655,0.76534,0.73699,0.78238
0.73869,0.76769,0.7362,0.78452
0.73725,0.76862,0.7364,0.7823
0.73686,0.76946,0.7382,0.78147
0.73767,0.76758,0.73475,0.78137
0.74212,0.76991,0.73744,0.77923
0.73767,0.76742,0.73638,0.78331
0.73774,0.76919,0.7351,0.78224
0.73736,0.76776,0.73506,0.78275
0.73769,0.76784,0.73654,0.78178
0.73782,0.76813,0.7374,0.78226
0.73805,0.76956,0.73535,0.78096
0.7377,0.7662,0.73505,0.78283
0.73804,0.76738,0.73794,0.7842
0.73806,0.76976,0.73777,0.78073
0.73729,0.76925,0.73436,0.78312
0.7415,0.76931,0.73528,0.78429
0.73572,0.7681,0.73669,0.78214
0.73947,0.76946,0.73317,0.78252
0.73716,0.7674,0.73605,0.78137
0.73815,0.76803,0.73513,0.78153
0.73468,0.76785,0.73617,0.7808
0.73894,0.76839,0.73411,0.78287
0.73962,0.76743,0.73799,0.78281
0.74001,0.76738,0.73667,0.78189
0.7361,0.76838,0.73697,0.7816
0.73742,0.76885,0.73872,0.78206
0.73664,0.76756,0.7373,0.78301
0.73683,0.76746,0.73512,0.78289
0.73727,0.76842,0.7351,0.7787
0.73838,0.76832,0.73558,0.78073
0.73813,0.76515,0.7388,0.77883
0.73681,0.76895,0.73622,0.77964
0.73993,0.76869,0.73552,0.78073
0.7374,0.76728,0.73705,0.78239
0.74032,0.76673,0.73857,0.78191
0.74024,0.76964,0.73709,0.78131
0.73888,0.7693,0.73521,0.78097
0.73715,0.76731,0.73761,0.78461
0.73766,0.76746,0.73506,0.78428
0.73625,0.76833,0.73552,0.7827
0.73843,0.76719,0.73574,0.78229
0.73633,0.7701,0.73549,0.78104
0.73729,0.76924,0.73602,0.78101
0.73693,0.76763,0.73647,0.78108
0.73849,0.76762,0.73699,0.7821
0.73779,0.76912,0.73811,0.78139
0.73954,0.76709,0.737,0.78382
